perm_index,dK,disp_kappa_scaled,adjacency_violations,single_move,max_block_move,order_dual_proximity,score_dir,connective_density_per_100,pos_weighted_connectives,sent_connective_sd,max_sent_connectives,cluster,x,y,z,motif,adjudicator_note,final_label
897,0.5666666666666667,432.9205312439629,9,13,3,0.4333333333333333,0.26092182777997,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
898,0.5666666666666667,410.882267715608,9,14,1,0.4333333333333333,0.2609711513006337,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
899,0.4083333333333333,198.12306492412537,9,11,2,0.5916666666666667,0.3570088079708516,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
900,0.4416666666666666,238.47353269469411,8,11,1,0.5583333333333333,0.3366703307271537,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
901,0.625,576.1770801528069,8,14,1,0.375,0.2256930282122327,0.0,0.0,0.0,0.0,0,0.05908712467973807,0.26588439240334105,0.14051317284966938,GD,,
902,0.4083333333333333,199.88537709175884,9,11,1,0.5916666666666667,0.3569911852509667,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
903,0.3166666666666666,131.11900621067556,10,9,2,0.6833333333333333,0.4130275734844854,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
904,0.4916666666666666,334.0564917145716,9,15,1,0.5083333333333333,0.3061938285330724,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,FM/EM,,
905,0.4083333333333333,218.3995802115315,6,9,1,0.5916666666666667,0.3568231575448519,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
906,0.475,302.065913138162,8,11,2,0.525,0.3163198449005964,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
907,0.3833333333333333,207.04355002833697,7,13,1,0.6166666666666667,0.3719226743628703,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
908,0.6166666666666667,480.0933580990193,10,13,1,0.3833333333333333,0.2308314394561184,0.0,0.0,0.0,0.0,0,-0.004391919485844814,0.015119176322004114,0.010016020962265546,GD,,
909,0.5083333333333333,302.4117906521797,7,15,1,0.4916666666666666,0.2963183403292937,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,FM/EM,,
910,0.45,249.5174941204604,7,15,1,0.55,0.3315966948791514,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,FM/EM,,
911,0.5916666666666667,446.0339676223516,9,13,2,0.4083333333333333,0.2458947865911118,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
912,0.55,355.0472058329433,9,15,2,0.45,0.2711234465358721,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
913,0.3666666666666666,183.25737352936267,7,10,2,0.6333333333333333,0.3821708764883499,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
914,0.5,318.3207498763366,9,12,2,0.5,0.3012526589648649,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
915,0.55,560.2814748706498,5,11,2,0.45,0.2707126549118552,0.0,0.0,0.0,0.0,0,-0.04446804935255241,0.07572479473661443,0.022152013778823212,Other,,
916,0.425,291.1545038439584,6,9,2,0.575,0.3463691385713281,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
917,0.4416666666666666,244.3596964043033,8,13,1,0.5583333333333333,0.3366302595978961,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
918,0.4083333333333333,214.30439317527075,9,11,1,0.5916666666666667,0.3568578348267811,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
919,0.5583333333333333,457.7865278679384,5,13,2,0.4416666666666666,0.265871865182831,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
920,0.5166666666666667,341.23742281199856,9,12,2,0.4833333333333333,0.2911687792548032,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
921,0.4166666666666667,220.08278158282195,7,10,2,0.5833333333333334,0.3518092770370276,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
922,0.5833333333333334,462.3055791461553,6,15,3,0.4166666666666667,0.2508633610688158,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
923,0.5833333333333334,389.2906465246021,11,15,1,0.4166666666666667,0.2510248772384422,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,FM/EM,,
924,0.475,259.8808434545442,6,12,2,0.525,0.3165332670452274,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
925,0.5916666666666667,494.1674481475509,8,13,2,0.4083333333333333,0.2458078075436833,0.0,0.0,0.0,0.0,0,0.009119079025546623,0.008142640554209163,-0.009904195010736095,Other,,
926,0.4,244.70193305231007,7,10,1,0.6,0.3616279888197495,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
927,0.2916666666666667,118.36821410180303,7,8,2,0.7083333333333334,0.4283509758272739,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
928,0.525,288.9337362539156,8,14,1,0.475,0.286379625583308,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
929,0.5416666666666666,365.3541491576637,6,13,2,0.4583333333333333,0.2760918396882352,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
930,0.4583333333333333,265.46732396612884,9,12,1,0.5416666666666666,0.3265011221415308,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
931,0.3416666666666667,160.0210471955752,7,9,2,0.6583333333333333,0.3974841473022726,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
932,0.5166666666666667,397.1718484284954,7,14,2,0.4833333333333333,0.2910045913631983,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
933,0.7333333333333333,788.9276906362803,8,14,1,0.2666666666666666,0.1605063754628957,0.0,0.0,0.0,0.0,3,0.7142657866247133,-0.5074348458103791,0.3006239678343779,GD,,
934,0.5916666666666667,457.9677914073872,9,14,2,0.4083333333333333,0.2458715208506754,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
935,0.5666666666666667,409.3170626644503,8,13,1,0.4333333333333333,0.2609748558770687,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
936,0.65,697.1264866200011,8,14,1,0.35,0.2105729620744466,0.0,0.0,0.0,0.0,3,0.44890308678942115,0.09732217657358273,0.4501068644899876,GD,,
937,0.5333333333333333,340.10890641712325,9,13,2,0.4666666666666667,0.2811726460156125,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
938,0.5666666666666667,385.0198552275111,7,15,2,0.4333333333333333,0.2610362161287384,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
939,0.575,414.5581568595653,8,14,1,0.425,0.25596256081946,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
940,0.45,267.9943913428808,5,12,1,0.55,0.3314870198519868,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
941,0.5916666666666667,386.2903710316101,10,15,2,0.4083333333333333,0.2460328167956629,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
942,0.4416666666666666,294.3480217519792,7,11,2,0.5583333333333333,0.3363543344479751,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
943,0.4083333333333333,205.52581493327665,10,10,3,0.5916666666666667,0.3569368038815352,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
944,0.4083333333333333,224.45135169254976,8,13,2,0.5916666666666667,0.3567742186817557,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
945,0.4833333333333333,279.850298963589,8,14,2,0.5166666666666667,0.3114242463030165,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
946,0.5083333333333333,337.1179736608341,11,14,2,0.4916666666666666,0.2961830190382049,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
947,0.4333333333333333,292.3564758602422,8,13,2,0.5666666666666667,0.3413635287880625,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
948,0.55,451.7560532544723,9,12,2,0.45,0.2708834779725741,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
949,0.7,637.3115729350518,6,14,2,0.3,0.1806266532160161,0.0,0.0,0.0,0.0,3,0.5716322594000066,-0.23095830170311682,-0.26139879671458055,GD,,
950,0.525,431.86933354973655,8,11,2,0.475,0.2859240663844671,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
951,0.475,286.6717638270952,7,12,2,0.525,0.3163904736241003,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
952,0.4833333333333333,297.8202416556987,8,13,2,0.5166666666666667,0.3113385974048601,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
953,0.5333333333333333,441.2892315128552,8,12,2,0.4666666666666667,0.2809043855728338,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
954,0.275,100.7904884211376,9,7,2,0.725,0.4389296402463959,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
955,0.6416666666666667,523.0884765203849,7,13,2,0.3583333333333333,0.215763229908537,0.0,0.0,0.0,0.0,0,-0.056110628002872504,0.01416519173296761,0.17973738614677728,GD,,
956,0.3916666666666666,192.43710201376555,7,12,2,0.6083333333333333,0.3670678556276734,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
957,0.3833333333333333,174.96924334740115,7,11,2,0.6166666666666667,0.372273124509664,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
958,0.5833333333333334,472.9418576056322,8,14,1,0.4166666666666667,0.2508439853825547,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
959,0.5083333333333333,386.7009062028158,9,11,1,0.4916666666666666,0.2960317231494701,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
960,0.3416666666666667,141.30315472553346,7,11,1,0.6583333333333333,0.3978109004383739,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
961,0.4916666666666666,314.4352857425888,7,13,2,0.5083333333333333,0.3062680889490798,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
962,0.3166666666666666,136.72789098033837,8,9,2,0.6833333333333333,0.41290427739184,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
963,0.5833333333333334,516.4600773101427,8,13,1,0.4166666666666667,0.2507730064937168,0.0,0.0,0.0,0.0,0,-0.011372720218976744,0.023900673004555045,-0.0180931980606171,Other,,
964,0.4916666666666666,332.725469486342,9,13,2,0.5083333333333333,0.3061985899686219,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
965,0.4583333333333333,285.6752568391336,8,14,2,0.5416666666666666,0.3263953070258325,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
966,0.5416666666666666,425.6664424049033,7,13,1,0.4583333333333333,0.2759375004927629,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
967,0.4833333333333333,258.050321289163,7,10,2,0.5166666666666667,0.3115441015398452,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
968,0.5166666666666667,370.6276269238242,8,15,1,0.4833333333333333,0.2910763462429072,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,FM/EM,,
969,0.5,372.1418303233156,7,11,1,0.5,0.3010719784475877,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
970,0.6916666666666667,769.8352236001133,7,14,2,0.3083333333333333,0.1855189176464093,0.0,0.0,0.0,0.0,3,0.4748666963026646,0.365376636409128,0.5334740422494864,GD,,
971,0.5083333333333333,379.7208741727253,8,11,2,0.4916666666666666,0.2960506384785681,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
972,0.6333333333333333,509.61148960445246,9,14,1,0.3666666666666666,0.2207833744601202,0.0,0.0,0.0,0.0,0,-0.016941549139750402,-0.24331886323002913,-0.043138968556131564,GD,,
973,0.425,259.746635111612,6,11,2,0.575,0.3465340562298292,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
974,0.6333333333333333,606.1394496242825,7,14,1,0.3666666666666666,0.2206588272270029,0.0,0.0,0.0,0.0,2,-0.5000183522142875,-0.20344289549664565,-0.18452940220316397,GD,,
975,0.4916666666666666,329.31425824551087,6,11,2,0.5083333333333333,0.306210968010054,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
976,0.525,339.5569179702586,7,14,2,0.475,0.2861745466877725,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
977,0.4583333333333333,242.41681220808977,10,12,2,0.5416666666666666,0.3266432718692333,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
978,0.5166666666666667,409.4331974136331,7,12,1,0.4833333333333333,0.2909745800352423,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
979,0.45,240.99451411190125,7,12,1,0.55,0.3316529300321866,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
980,0.5833333333333334,483.74354418203257,8,14,2,0.4166666666666667,0.2508251786017592,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
981,0.45,292.8173767189214,8,13,2,0.55,0.3313613898689955,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
982,0.55,479.31024620188,7,12,1,0.45,0.2708327950593663,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
983,0.55,360.2869258330283,10,14,1,0.45,0.2711071532662792,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
984,0.5083333333333333,348.5541064142031,9,11,1,0.4916666666666666,0.2961443149791696,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
985,0.4333333333333333,240.4328901095932,7,11,2,0.5666666666666667,0.3416567750972885,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
986,0.4583333333333333,284.9074259061506,9,13,2,0.5416666666666666,0.3263990542523765,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
987,0.5666666666666667,475.8627143353491,10,12,1,0.4333333333333333,0.2608388158435861,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
988,0.5083333333333333,333.4639076268131,10,13,1,0.4916666666666666,0.2961959436904214,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
989,0.5083333333333333,372.6078814003122,6,13,3,0.4916666666666666,0.296070641225503,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
990,0.3916666666666666,233.25299589800147,10,9,2,0.6083333333333333,0.3667075555361271,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
991,0.6416666666666667,675.8584424216303,8,13,2,0.3583333333333333,0.2155909655179433,0.0,0.0,0.0,0.0,2,-0.39193125138688134,0.27503245814748384,-0.004832374595469433,GD,,
992,0.55,390.6612899852213,9,15,2,0.45,0.271021290615713,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
993,0.5666666666666667,443.1017492784565,8,14,1,0.4333333333333333,0.2609006944932099,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
994,0.3083333333333333,127.8729736556643,7,7,2,0.6916666666666667,0.4181038315377803,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
995,0.4916666666666666,319.0848743774883,9,13,1,0.5083333333333333,0.306249668547375,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
996,0.4583333333333333,247.23826548922705,6,12,2,0.5416666666666666,0.3266113551196938,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
997,0.4166666666666667,248.1206412724203,7,12,2,0.5833333333333334,0.3516056477614899,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
998,0.4666666666666667,314.0599720266956,5,14,3,0.5333333333333333,0.3212695995541004,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
999,0.45,277.9630841628422,8,11,2,0.55,0.3314338814800546,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1000,0.3666666666666666,192.5299242859971,10,11,1,0.6333333333333333,0.3820668638272646,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1001,0.3833333333333333,165.83965090779006,7,13,2,0.6166666666666667,0.3723975116096417,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1002,0.4333333333333333,254.24914675129548,9,12,1,0.5666666666666667,0.3415670963256529,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1003,0.4666666666666667,258.48710875334643,8,15,2,0.5333333333333333,0.321541502396484,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1004,0.5,354.784230088559,7,12,2,0.5,0.3011242769245292,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1005,0.6833333333333333,650.3620749325984,10,14,2,0.3166666666666666,0.1906140977735637,0.0,0.0,0.0,0.0,1,0.6531002912371947,-0.3153598904124043,-0.5115336205742212,GD,,
1006,0.425,205.66946091676311,8,14,1,0.575,0.3469354577024861,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1007,0.4416666666666666,286.34282598187923,6,11,2,0.5583333333333333,0.3363920653791622,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1008,0.4916666666666666,294.97640933988515,8,14,2,0.5083333333333333,0.3063514590601734,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1009,0.4166666666666667,212.28899689091,9,13,1,0.5833333333333334,0.3518753897567654,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1010,0.5416666666666666,430.86228695978855,9,12,2,0.4583333333333333,0.2759262211868878,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1011,0.425,195.49395400459957,9,14,3,0.575,0.3470356860445214,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1012,0.3333333333333333,151.30735906232195,6,9,2,0.6666666666666666,0.4026262683724713,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1013,0.4666666666666667,234.3452791587443,8,15,2,0.5333333333333333,0.3216996304384342,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1014,0.4083333333333333,239.0537923539842,5,11,2,0.5916666666666667,0.3566662931923614,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1015,0.525,349.8484289313351,11,12,1,0.475,0.2861400934620639,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1016,0.5,333.1358800111127,10,14,1,0.5,0.301197117771329,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1017,0.5416666666666666,439.04156944761615,7,12,1,0.4583333333333333,0.275909005029916,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1018,0.45,244.441124733024,7,12,1,0.55,0.3316297187377832,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1019,0.525,452.8098664751813,9,10,2,0.475,0.2858814264068493,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1020,0.4833333333333333,253.52107910491648,7,15,2,0.5166666666666667,0.311571579066876,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1021,0.45,235.69878806261195,8,12,2,0.55,0.3316899114831724,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1022,0.5583333333333333,428.6075342711259,9,14,2,0.4416666666666666,0.2659310823672556,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1023,0.6166666666666667,445.7927271300274,9,14,1,0.3833333333333333,0.2308952697206362,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,GD,,
1024,0.5666666666666667,428.6898245438106,7,15,2,0.4333333333333333,0.2609309040548602,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1025,0.5833333333333334,511.7690654393912,9,15,1,0.4166666666666667,0.2507800782593177,0.0,0.0,0.0,0.0,0,0.007238050601727847,-0.01012247863996824,0.020364672097894866,FM/EM,,
1026,0.45,280.331889170208,8,14,2,0.55,0.3314218082464089,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1027,0.4583333333333333,272.2155294905874,8,11,1,0.5416666666666666,0.3264640456226841,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1028,0.3916666666666666,228.95871391942237,7,12,1,0.6083333333333333,0.3667394426729146,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1029,0.5583333333333333,384.4116119039926,10,14,2,0.4416666666666666,0.2660378514493218,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1030,0.5166666666666667,389.8040507439071,8,14,1,0.4833333333333333,0.2910235308442648,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1031,0.5583333333333333,465.34832476559154,7,14,2,0.4416666666666666,0.2658577279658956,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1032,0.525,415.33008727141936,8,12,1,0.475,0.2859607761058576,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1033,0.4833333333333333,434.2793505621748,7,12,2,0.5166666666666667,0.3109189500937349,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1034,0.6833333333333333,690.2088201663483,10,14,2,0.3166666666666666,0.1905786963191582,0.0,0.0,0.0,0.0,3,0.572326873273392,0.22071661000094833,-0.2016466218912021,GD,,
1035,0.4333333333333333,238.6815339626618,8,13,2,0.5666666666666667,0.341668881174894,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
1036,0.5416666666666666,353.88552750391915,10,12,1,0.4583333333333333,0.2761271240132372,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
